Pk_Dt_Key,D_Day,D_Month,D_Year,D_Date
20060406,06,April,2006,04/06/2006 00:00:00
20060407,07,April,2006,04/07/2006 00:00:00
20060408,08,April,2006,04/08/2006 00:00:00
20060409,09,April,2006,04/09/2006 00:00:00
20060410,10,April,2006,04/10/2006 00:00:00
20060411,11,April,2006,04/11/2006 00:00:00
20060412,12,April,2006,04/12/2006 00:00:00
20060413,13,April,2006,04/13/2006 00:00:00
20060414,14,April,2006,04/14/2006 00:00:00
20060415,15,April,2006,04/15/2006 00:00:00
20060416,16,April,2006,04/16/2006 00:00:00
20060417,17,April,2006,04/17/2006 00:00:00
20060418,18,April,2006,04/18/2006 00:00:00
20060419,19,April,2006,04/19/2006 00:00:00
20060420,20,April,2006,04/20/2006 00:00:00
20060421,21,April,2006,04/21/2006 00:00:00
20060422,22,April,2006,04/22/2006 00:00:00
20060423,23,April,2006,04/23/2006 00:00:00
20060424,24,April,2006,04/24/2006 00:00:00
20060425,25,April,2006,04/25/2006 00:00:00
20060426,26,April,2006,04/26/2006 00:00:00
20060427,27,April,2006,04/27/2006 00:00:00
20060428,28,April,2006,04/28/2006 00:00:00
20060429,29,April,2006,04/29/2006 00:00:00
20060430,30,April,2006,04/30/2006 00:00:00
20060501,01,May,2006,05/01/2006 00:00:00
20060502,02,May,2006,05/02/2006 00:00:00
20060503,03,May,2006,05/03/2006 00:00:00
20060504,04,May,2006,05/04/2006 00:00:00
20060505,05,May,2006,05/05/2006 00:00:00
20060506,06,May,2006,05/06/2006 00:00:00
20060507,07,May,2006,05/07/2006 00:00:00
20060508,08,May,2006,05/08/2006 00:00:00
20060509,09,May,2006,05/09/2006 00:00:00
20060510,10,May,2006,05/10/2006 00:00:00
20060511,11,May,2006,05/11/2006 00:00:00
20060512,12,May,2006,05/12/2006 00:00:00
20060513,13,May,2006,05/13/2006 00:00:00
20060514,14,May,2006,05/14/2006 00:00:00
20060515,15,May,2006,05/15/2006 00:00:00
20060516,16,May,2006,05/16/2006 00:00:00
20060517,17,May,2006,05/17/2006 00:00:00
20060518,18,May,2006,05/18/2006 00:00:00
20060519,19,May,2006,05/19/2006 00:00:00
20060520,20,May,2006,05/20/2006 00:00:00
20060521,21,May,2006,05/21/2006 00:00:00
20060522,22,May,2006,05/22/2006 00:00:00
20060523,23,May,2006,05/23/2006 00:00:00
20060524,24,May,2006,05/24/2006 00:00:00
20060525,25,May,2006,05/25/2006 00:00:00
20060526,26,May,2006,05/26/2006 00:00:00
20060527,27,May,2006,05/27/2006 00:00:00
20060528,28,May,2006,05/28/2006 00:00:00
20060529,29,May,2006,05/29/2006 00:00:00
20060530,30,May,2006,05/30/2006 00:00:00
20060531,31,May,2006,05/31/2006 00:00:00
20060601,01,June,2006,06/01/2006 00:00:00
20060602,02,June,2006,06/02/2006 00:00:00
20060603,03,June,2006,06/03/2006 00:00:00
20060604,04,June,2006,06/04/2006 00:00:00
20060605,05,June,2006,06/05/2006 00:00:00
20060606,06,June,2006,06/06/2006 00:00:00
20060607,07,June,2006,06/07/2006 00:00:00
20060608,08,June,2006,06/08/2006 00:00:00
20060609,09,June,2006,06/09/2006 00:00:00
20060610,10,June,2006,06/10/2006 00:00:00
20060611,11,June,2006,06/11/2006 00:00:00
20060612,12,June,2006,06/12/2006 00:00:00
20060613,13,June,2006,06/13/2006 00:00:00
20060614,14,June,2006,06/14/2006 00:00:00
20060615,15,June,2006,06/15/2006 00:00:00
20060616,16,June,2006,06/16/2006 00:00:00
20060617,17,June,2006,06/17/2006 00:00:00
20060618,18,June,2006,06/18/2006 00:00:00
20060619,19,June,2006,06/19/2006 00:00:00
20060620,20,June,2006,06/20/2006 00:00:00
20060621,21,June,2006,06/21/2006 00:00:00
20060622,22,June,2006,06/22/2006 00:00:00
20060623,23,June,2006,06/23/2006 00:00:00
20060624,24,June,2006,06/24/2006 00:00:00
20060625,25,June,2006,06/25/2006 00:00:00
20060626,26,June,2006,06/26/2006 00:00:00
20060627,27,June,2006,06/27/2006 00:00:00
20060628,28,June,2006,06/28/2006 00:00:00
20060629,29,June,2006,06/29/2006 00:00:00
20060630,30,June,2006,06/30/2006 00:00:00
20060701,01,July,2006,07/01/2006 00:00:00
20060702,02,July,2006,07/02/2006 00:00:00
20060703,03,July,2006,07/03/2006 00:00:00
20060704,04,July,2006,07/04/2006 00:00:00
20060705,05,July,2006,07/05/2006 00:00:00
20060706,06,July,2006,07/06/2006 00:00:00
20060707,07,July,2006,07/07/2006 00:00:00
20060708,08,July,2006,07/08/2006 00:00:00
20060709,09,July,2006,07/09/2006 00:00:00
20060710,10,July,2006,07/10/2006 00:00:00
20060711,11,July,2006,07/11/2006 00:00:00
20060712,12,July,2006,07/12/2006 00:00:00
20060713,13,July,2006,07/13/2006 00:00:00
20060714,14,July,2006,07/14/2006 00:00:00
20060715,15,July,2006,07/15/2006 00:00:00
20060716,16,July,2006,07/16/2006 00:00:00
20060717,17,July,2006,07/17/2006 00:00:00
20060718,18,July,2006,07/18/2006 00:00:00
20060719,19,July,2006,07/19/2006 00:00:00
20060720,20,July,2006,07/20/2006 00:00:00
20060721,21,July,2006,07/21/2006 00:00:00
20060722,22,July,2006,07/22/2006 00:00:00
20060723,23,July,2006,07/23/2006 00:00:00
20060724,24,July,2006,07/24/2006 00:00:00
20060725,25,July,2006,07/25/2006 00:00:00
20060726,26,July,2006,07/26/2006 00:00:00
20060727,27,July,2006,07/27/2006 00:00:00
20060728,28,July,2006,07/28/2006 00:00:00
20060729,29,July,2006,07/29/2006 00:00:00
20060730,30,July,2006,07/30/2006 00:00:00
20060731,31,July,2006,07/31/2006 00:00:00
20060801,01,August,2006,08/01/2006 00:00:00
20060802,02,August,2006,08/02/2006 00:00:00
20060803,03,August,2006,08/03/2006 00:00:00
20060804,04,August,2006,08/04/2006 00:00:00
20060805,05,August,2006,08/05/2006 00:00:00
20060806,06,August,2006,08/06/2006 00:00:00
20060807,07,August,2006,08/07/2006 00:00:00
20060808,08,August,2006,08/08/2006 00:00:00
20060809,09,August,2006,08/09/2006 00:00:00
20060810,10,August,2006,08/10/2006 00:00:00
20060811,11,August,2006,08/11/2006 00:00:00
20060812,12,August,2006,08/12/2006 00:00:00
20060813,13,August,2006,08/13/2006 00:00:00
20060814,14,August,2006,08/14/2006 00:00:00
20060815,15,August,2006,08/15/2006 00:00:00
20060816,16,August,2006,08/16/2006 00:00:00
20060817,17,August,2006,08/17/2006 00:00:00
20060818,18,August,2006,08/18/2006 00:00:00
20060819,19,August,2006,08/19/2006 00:00:00
20060820,20,August,2006,08/20/2006 00:00:00
20060821,21,August,2006,08/21/2006 00:00:00
20060822,22,August,2006,08/22/2006 00:00:00
20060823,23,August,2006,08/23/2006 00:00:00
20060824,24,August,2006,08/24/2006 00:00:00
20060825,25,August,2006,08/25/2006 00:00:00
20060826,26,August,2006,08/26/2006 00:00:00
20060827,27,August,2006,08/27/2006 00:00:00
20060828,28,August,2006,08/28/2006 00:00:00
20060829,29,August,2006,08/29/2006 00:00:00
20060830,30,August,2006,08/30/2006 00:00:00
20060831,31,August,2006,08/31/2006 00:00:00
20060901,01,September,2006,09/01/2006 00:00:00
20060902,02,September,2006,09/02/2006 00:00:00
20060903,03,September,2006,09/03/2006 00:00:00
20060904,04,September,2006,09/04/2006 00:00:00
20060905,05,September,2006,09/05/2006 00:00:00
20060906,06,September,2006,09/06/2006 00:00:00
20060907,07,September,2006,09/07/2006 00:00:00
20060908,08,September,2006,09/08/2006 00:00:00
20060909,09,September,2006,09/09/2006 00:00:00
20060910,10,September,2006,09/10/2006 00:00:00
20060911,11,September,2006,09/11/2006 00:00:00
20060912,12,September,2006,09/12/2006 00:00:00
20060913,13,September,2006,09/13/2006 00:00:00
20060914,14,September,2006,09/14/2006 00:00:00
20060915,15,September,2006,09/15/2006 00:00:00
20060916,16,September,2006,09/16/2006 00:00:00
20060917,17,September,2006,09/17/2006 00:00:00
20060918,18,September,2006,09/18/2006 00:00:00
20060919,19,September,2006,09/19/2006 00:00:00
20060920,20,September,2006,09/20/2006 00:00:00
20060921,21,September,2006,09/21/2006 00:00:00
20060922,22,September,2006,09/22/2006 00:00:00
20060923,23,September,2006,09/23/2006 00:00:00
20060924,24,September,2006,09/24/2006 00:00:00
20060925,25,September,2006,09/25/2006 00:00:00
20060926,26,September,2006,09/26/2006 00:00:00
20060927,27,September,2006,09/27/2006 00:00:00
20060928,28,September,2006,09/28/2006 00:00:00
20060929,29,September,2006,09/29/2006 00:00:00
20060930,30,September,2006,09/30/2006 00:00:00
20061001,01,October,2006,10/01/2006 00:00:00
20061002,02,October,2006,10/02/2006 00:00:00
20061003,03,October,2006,10/03/2006 00:00:00
20061004,04,October,2006,10/04/2006 00:00:00
20061005,05,October,2006,10/05/2006 00:00:00
20061006,06,October,2006,10/06/2006 00:00:00
20061007,07,October,2006,10/07/2006 00:00:00
20061008,08,October,2006,10/08/2006 00:00:00
20061009,09,October,2006,10/09/2006 00:00:00
20061010,10,October,2006,10/10/2006 00:00:00
20061011,11,October,2006,10/11/2006 00:00:00
20061012,12,October,2006,10/12/2006 00:00:00
20061013,13,October,2006,10/13/2006 00:00:00
20061014,14,October,2006,10/14/2006 00:00:00
20061015,15,October,2006,10/15/2006 00:00:00
20061016,16,October,2006,10/16/2006 00:00:00
20061017,17,October,2006,10/17/2006 00:00:00
20061018,18,October,2006,10/18/2006 00:00:00
20061019,19,October,2006,10/19/2006 00:00:00
20061023,23,October,2006,10/23/2006 00:00:00
20061024,24,October,2006,10/24/2006 00:00:00
20061025,25,October,2006,10/25/2006 00:00:00
20061026,26,October,2006,10/26/2006 00:00:00
20061027,27,October,2006,10/27/2006 00:00:00
20061028,28,October,2006,10/28/2006 00:00:00
20061029,29,October,2006,10/29/2006 00:00:00
20061030,30,October,2006,10/30/2006 00:00:00
20061031,31,October,2006,10/31/2006 00:00:00
20061101,01,November,2006,11/01/2006 00:00:00
20061102,02,November,2006,11/02/2006 00:00:00
20061103,03,November,2006,11/03/2006 00:00:00
20061104,04,November,2006,11/04/2006 00:00:00
20061105,05,November,2006,11/05/2006 00:00:00
20061106,06,November,2006,11/06/2006 00:00:00
20061107,07,November,2006,11/07/2006 00:00:00
20061108,08,November,2006,11/08/2006 00:00:00
20061109,09,November,2006,11/09/2006 00:00:00
20061110,10,November,2006,11/10/2006 00:00:00
20061111,11,November,2006,11/11/2006 00:00:00
20061112,12,November,2006,11/12/2006 00:00:00
20061113,13,November,2006,11/13/2006 00:00:00
20061114,14,November,2006,11/14/2006 00:00:00
20061115,15,November,2006,11/15/2006 00:00:00
20061116,16,November,2006,11/16/2006 00:00:00
20061117,17,November,2006,11/17/2006 00:00:00
20061118,18,November,2006,11/18/2006 00:00:00
20061119,19,November,2006,11/19/2006 00:00:00
20061120,20,November,2006,11/20/2006 00:00:00
20061121,21,November,2006,11/21/2006 00:00:00
20061122,22,November,2006,11/22/2006 00:00:00
20061123,23,November,2006,11/23/2006 00:00:00
20061124,24,November,2006,11/24/2006 00:00:00
20061125,25,November,2006,11/25/2006 00:00:00
20061126,26,November,2006,11/26/2006 00:00:00
20061127,27,November,2006,11/27/2006 00:00:00
20061128,28,November,2006,11/28/2006 00:00:00
20061129,29,November,2006,11/29/2006 00:00:00
20061130,30,November,2006,11/30/2006 00:00:00
20061201,01,December,2006,12/01/2006 00:00:00
20061202,02,December,2006,12/02/2006 00:00:00
20061203,03,December,2006,12/03/2006 00:00:00
20061204,04,December,2006,12/04/2006 00:00:00
20061205,05,December,2006,12/05/2006 00:00:00
20061206,06,December,2006,12/06/2006 00:00:00
20061207,07,December,2006,12/07/2006 00:00:00
20061208,08,December,2006,12/08/2006 00:00:00
20061209,09,December,2006,12/09/2006 00:00:00
20061210,10,December,2006,12/10/2006 00:00:00
20061211,11,December,2006,12/11/2006 00:00:00
20061212,12,December,2006,12/12/2006 00:00:00
20061213,13,December,2006,12/13/2006 00:00:00
20061214,14,December,2006,12/14/2006 00:00:00
20061215,15,December,2006,12/15/2006 00:00:00
20061216,16,December,2006,12/16/2006 00:00:00
20061217,17,December,2006,12/17/2006 00:00:00
20061218,18,December,2006,12/18/2006 00:00:00
20061219,19,December,2006,12/19/2006 00:00:00
20061220,20,December,2006,12/20/2006 00:00:00
20061221,21,December,2006,12/21/2006 00:00:00
20061222,22,December,2006,12/22/2006 00:00:00
20061223,23,December,2006,12/23/2006 00:00:00
20061224,24,December,2006,12/24/2006 00:00:00
20061225,25,December,2006,12/25/2006 00:00:00
20061226,26,December,2006,12/26/2006 00:00:00
20061227,27,December,2006,12/27/2006 00:00:00
20061228,28,December,2006,12/28/2006 00:00:00
20061229,29,December,2006,12/29/2006 00:00:00
20061230,30,December,2006,12/30/2006 00:00:00
20061231,31,December,2006,12/31/2006 00:00:00
20070101,01,January,2007,01/01/2007 00:00:00
20070102,02,January,2007,01/02/2007 00:00:00
20070103,03,January,2007,01/03/2007 00:00:00
20070104,04,January,2007,01/04/2007 00:00:00
20070105,05,January,2007,01/05/2007 00:00:00
20070106,06,January,2007,01/06/2007 00:00:00
20070107,07,January,2007,01/07/2007 00:00:00
20070108,08,January,2007,01/08/2007 00:00:00
20070109,09,January,2007,01/09/2007 00:00:00
20070110,10,January,2007,01/10/2007 00:00:00
20070111,11,January,2007,01/11/2007 00:00:00
20070112,12,January,2007,01/12/2007 00:00:00
20070113,13,January,2007,01/13/2007 00:00:00
20070114,14,January,2007,01/14/2007 00:00:00
20070115,15,January,2007,01/15/2007 00:00:00
20070116,16,January,2007,01/16/2007 00:00:00
20070117,17,January,2007,01/17/2007 00:00:00
20070118,18,January,2007,01/18/2007 00:00:00
20070119,19,January,2007,01/19/2007 00:00:00
20070120,20,January,2007,01/20/2007 00:00:00
20070121,21,January,2007,01/21/2007 00:00:00
20070122,22,January,2007,01/22/2007 00:00:00
20070123,23,January,2007,01/23/2007 00:00:00
20070124,24,January,2007,01/24/2007 00:00:00
20070125,25,January,2007,01/25/2007 00:00:00
20070126,26,January,2007,01/26/2007 00:00:00
20070127,27,January,2007,01/27/2007 00:00:00
20070128,28,January,2007,01/28/2007 00:00:00
20070129,29,January,2007,01/29/2007 00:00:00
20070130,30,January,2007,01/30/2007 00:00:00
20070131,31,January,2007,01/31/2007 00:00:00
20070201,01,February,2007,02/01/2007 00:00:00
20070202,02,February,2007,02/02/2007 00:00:00
20070203,03,February,2007,02/03/2007 00:00:00
20070204,04,February,2007,02/04/2007 00:00:00
20070205,05,February,2007,02/05/2007 00:00:00
20070206,06,February,2007,02/06/2007 00:00:00
20070207,07,February,2007,02/07/2007 00:00:00
20070208,08,February,2007,02/08/2007 00:00:00
20070209,09,February,2007,02/09/2007 00:00:00
20070210,10,February,2007,02/10/2007 00:00:00
20070211,11,February,2007,02/11/2007 00:00:00
20070212,12,February,2007,02/12/2007 00:00:00
20070213,13,February,2007,02/13/2007 00:00:00
20070214,14,February,2007,02/14/2007 00:00:00
20070215,15,February,2007,02/15/2007 00:00:00
20070216,16,February,2007,02/16/2007 00:00:00
20070217,17,February,2007,02/17/2007 00:00:00
20070218,18,February,2007,02/18/2007 00:00:00
20070219,19,February,2007,02/19/2007 00:00:00
20070220,20,February,2007,02/20/2007 00:00:00
20070221,21,February,2007,02/21/2007 00:00:00
20070222,22,February,2007,02/22/2007 00:00:00
20070223,23,February,2007,02/23/2007 00:00:00
20070224,24,February,2007,02/24/2007 00:00:00
20070225,25,February,2007,02/25/2007 00:00:00
20070226,26,February,2007,02/26/2007 00:00:00
20070227,27,February,2007,02/27/2007 00:00:00
20070228,28,February,2007,02/28/2007 00:00:00
20070301,01,March,2007,03/01/2007 00:00:00
20070302,02,March,2007,03/02/2007 00:00:00
20070303,03,March,2007,03/03/2007 00:00:00
20070304,04,March,2007,03/04/2007 00:00:00
20070305,05,March,2007,03/05/2007 00:00:00
20070306,06,March,2007,03/06/2007 00:00:00
20070307,07,March,2007,03/07/2007 00:00:00
20070308,08,March,2007,03/08/2007 00:00:00
20070309,09,March,2007,03/09/2007 00:00:00
20070310,10,March,2007,03/10/2007 00:00:00
20070311,11,March,2007,03/11/2007 00:00:00
20070312,12,March,2007,03/12/2007 00:00:00
20070313,13,March,2007,03/13/2007 00:00:00
20070314,14,March,2007,03/14/2007 00:00:00
20070315,15,March,2007,03/15/2007 00:00:00
20070316,16,March,2007,03/16/2007 00:00:00
20070317,17,March,2007,03/17/2007 00:00:00
